"ERP System","Payment_Term","Text",
"CUP","ZB24","within 12 days 3 % cash discountwithin 28 days 2 % cash discount",
"CUP","ZB34","within 10 days 3,1 % cash discountwithin 30 days 2 % cash discount",
"CUP","ZB37","within 20 days 1,5 % cash discountwithin 30 days Due net",
"CUP","ZB49","within 45 days 3 % cash discountwithin 60 days Due net",
"CUP","ZB50","within 8 days 3 % cash discountwithin 14 days 2 % cash discount",
"CUP","ZB53","within 10 days 5 % cash discountwithin 30 days Due net",
"CUP","ZB55","within 8 days 4 % cash discountwithin 14 days 2 % cash discount",
"CUP","ZB56","within 8 days 3 % cash discountwithin 30 days Due net",
"CUP","ZB61","within 14 days 4 % cash discountwithin 30 days 2 % cash discount",
"CUP","ZB64","within 8 days 3 % cash discountwithin 30 days 2 % cash discount",
"CUP","ZB65","within 10 days 1 % cash discountwithin 21 days Due net",
"CUP","ZB67","within 40 days 2 % cash discountwithin 85 days Due net",
"CUP","ZB73","within 90 days Due netwithin 8 days 1 % cash discount",
"CUP","ZB75","within 8 days 1 % cash discountwithin 30 days Due net",
"CUP","ZB76","within 16 days 3 % cash discountwithin 30 days 2 % cash discount",
"CUP","ZB80","within 14 days 0,5 % cash discountwithin 30 days Due net",
"CUP","ZB84","within 10 days 4 % cash discountwithin 30 days 2 % cash discount",
"CUP","ZB88","within 30 days 1 % cash discountwithin 14 days 3,5 % cash discount",
"CUP","ZB93","within 14 days 3,5 % cash discountwithin 30 days 2 % cash discount",
"CUP","ZB94","within 15 days 1 % cash discountwithin 30 days Due net",
"CUP","ZB95","within 21 days 2 % cash discountwithin 30 days Due net",
"CUP","ZINT","Before 5 of the next month ;; Due netPayable immediately Due net",
"CUP","ZRD3","Payable immediately Due net",
"D35","0001","Within 1 day due net",
"D35","0005","within 5 days Due net",
"D35","0006","Payment Due Immediately",
"D35","0007","Within 7 Days Due Net",
"D35","0008","Within 8 Days Due Net",
"D35","0010","Within 10 Days Due Net",
"D35","0014","within 14 days Due net",
"D35","0015","Net 15 days",
"D35","0020","within 20 days Due net",
"D35","0021","Within 21 days due net",
"D35","0025","within 25 days Due net",
"D35","0030","Net 30 days",
"D35","0035","Within 35 days Due net",
"D35","0040","Within 40 days due net",
"D35","0045","Within 45 days due net",
"D35","0055","Within 55 days due net",
"D35","0060","within 60 days Due net",
"D35","0065","within 65 days Due net",
"D35","0070","within 70 days Due net",
"D35","0075","within 75 days Due net",
"D35","0080","Within 80 days due net",
"D35","0085","within 85 days Due net",
"D35","0090","within 90 days Due net",
"D35","0095","within 95 days Due net",
"D35","0100","within 100 days Due net",
"D35","0105","within 105 days Due net",
"D35","0110","within 110 days Due net",
"D35","0115","within 115 days Due net",
"D35","0120","within 120 days Due net",
"D35","0150","Within 150 days",
"D35","0180","within 180 days Due net",
"D35","0210","Within 210 Days",
"D35","0240","Within 240 Days",
"D35","0270","Within 270 Days",
"D35","02M2","Due second day of the second month",
"D35","0300","Within 300 Days",
"D35","0330","Within 330 Days",
"D35","0360","Within 360 Days",
"D35","0365","Within 365 Days",
"D35","0390","Within 390 days",
"D35","0420","Within 420 Days",
"D35","0450","Within 450 days",
"D35","0480","Within 480 Days",
"D35","0510","Within 510 days",
"D35","0540","Within 540 Days",
"D35","0570","Within 570 Days",
"D35","0600","Within 600 Days",
"D35","0630","Within 630 Days",
"D35","0660","Within 660 Days",
"D35","0690","Within 690 Days",
"D35","0720","Within 720 Days",
"D35","0750","Within 750 Days",
"D35","0780","Within 780 Days",
"D35","0810","Within 810 Days",
"D35","0840","Within 840 Days",
"D35","0870","Within 870 Days",
"D35","0900","Within 900 Days",
"D35","0930","Within 930 Days",
"D35","0990","Within 990 Days",
"D35","0999","Within 999 Days",
"D35","1%14","within 14 days 1 % cash discountwithin 75 days Due net",
"D35","1.5%","within 30 days 1 % cash discountwithin 40 days Due net",
"D35","1440","within 10 days 1 % cash discountwithin 40 days Due net",
"D35","150","within 14 days 1 % cash discountwithin 40 days Due net",
"D35","15M2","within 15 days 1 % cash discountwithin 40 days Due net",
"D35","15M3","within 10 days 1 % cash discountwithin 45 days Due net",
"D35","1800","within 15 days 1 % cash discountwithin 30 days Due net",
"D35","1A30","within 15 days 1 % cash discountwithin 45 days Due net",
"D35","1X10","within 15 days 1 % cash discountwithin 60 days Due net",
"D35","1X14","within 10 days 2 % cash discountwithin 60 days Due net",
"D35","1X15","within 20 days 2 % cash discountwithin 60 days Due net",
"D35","1X20","within 30 days 2 % cash discountwithin 60 days Due net",
"D35","1X30","within 10 days 2.5 % cash discountwithin 30 days Due net",
"D35","1X45","within 15 days 2.5 % cash discountwithin 40 days Due net",
"D35","1Y30","within 20 days 2 % cash discountwithin 30 days Due net",
"D35","1Y45","within 20 days 2 % cash discountwithin 40 days Due net",
"D35","1Y60","within 30 days 2 % cash discountwithin 40 days Due net",
"D35","1Z30","within 10 days 2 % cash discountwithin 40 days Due net",
"D35","1Z45","within 15 days 2 % cash discountwithin 40 days Due net",
"D35","2%10","within 20 days 2 % cash discountwithin 40 days Due net",
"D35","2%20","within 10 days 2 % cash discountwithin 30 days Due net",
"D35","2%30","within 10 days 2 % cash discountwithin 45 days Due net",
"D35","2.5%","within 10 days 2 % cash discountwithin 90 days Due net",
"D35","2515","within 15 days 2 % cash discountwithin 30 days Due net",
"D35","2A20","within 10 days 3 % cash discountwithin 30 days Due net",
"D35","2A30","within 30 days 3 % cash discountwithin 60 days Due net",
"D35","2B30","within 10 days 3 % cash discountwithin 40 days Due net",
"D35","2N15","within 14 days 3 % cash discountwithin 30 days Due net",
"D35","2V30","within 15 days 3 % cash discountwithin 40 days Due net",
"D35","2X10","within 30 days 1 % cash discountwithin 40 days Due net",
"D35","2X15","within 10 days 4 % cash discountwithin 30 days Due net",
"D35","2X20","within 5 days 5 % cash discountwithin 60 days Due net",
"D35","2X30","within 10 days 0.5 % cash discountwithin 40 days Due net",
"D35","2X45","within 10 days 5 % cash discountwithin 40 days Due net",
"D35","2X90","within 10 days 0.5 % cash discountwithin 30 days Due net",
"D35","2Y30","within 14 days 6 % cash discountwithin 40 days Due net",
"D35","3%10","within 10 days 0.5 % cash discountwithin 40 days Due net",
"D35","3%30","Payable in 2 partial amounts1 installment: 50.000 % with payment term 00062 installment: 50.000 % with payment term 0030",
"D35","3X10","Payable in 2 partial amounts1 installment: 25.000 % with payment term 00062 installment: 75.000 % with payment term 0030",
"D35","3X14","Payable in 2 partial amounts1 installment: 40.000 % with payment term 00062 installment: 60.000 % with payment term 0030",
"D35","3X15","Payable in 2 partial amounts1 installment: 20.000 % with payment term 00062 installment: 80.000 % with payment term 0030",
"D35","3Y30","Payable in 2 partial amounts1 installment: 20.000 % with payment term 0006",
"D35","9999","Automatic Blocking - Manually Released",
"D35","B162","30,000 % payment term 0006 ; 70% due in 10 days",
"D35","D000","Payment Due Immediately",
"D35","D101","5% due immediate; 95% due in 30 days",
"D35","D102","5% due immediate; 95% due in 60 days",
"D35","D103","10% due immediate; 90% due in 30 days",
"D35","D104","10% due immediate; 90% due in 60 days",
"D35","D105","15% due immediate; 85% due in 30 days",
"D35","D106","15% due immediate; 85% due in 60 days",
"D35","D107","20% due immediate ; 80% due in 30 days",
"D35","D108","20% due immediate; 80% due in 60 days",
"D35","D109","30% due immediate; 70% due in 60 days",
"D35","D110","25% due immediate; 75% due in 60 days",
"D35","D111","40% due immediate; 60% due in 60 days",
"D35","D112","50% due immediate; 50% due in 60 days",
"D35","D200","80% due in 30 days; 20% due in 60 days",
"D35","D237","20% due immediate ; 80% due in 35 days",
"D35","D239","30% immediate ; 70% due in 35 days",
"D35","D240","50% due immediate; 50% due in 35 days",
"D35","D241","25% due immediate ; 75% due in 35 days",
"D35","D309","40% immediate; 30% in 30 Days ; 30% in 60Days",
"D35","D317","50% immediate; 17% in 30 days; 33% in 35days",
"D35","D318","20% immediate; 50% in 15 Days ; 30% in 35Days",
"D35","D319","20% immediate; 20% in 15 Days ; 60% in 35Days",
"D35","D403","10% IMM; 30% 30D ; 30% 60D ; 30% 90D",
"D35","D405","20% IMM; 26.66% 30D ; 26.67% 60D ; 26.67% 90D",
"D35","D406","40% IMM; 20% 30D ; 20% 60D ; 20% 90D",
"D35","D407","50% IMM; 16.66% 30D ; 16.66% 60D ; 16.68% 90D",
"D35","D701","20%IM;13.333%;13.333%;13.333%;13.333%;13.333%;13.3",
"D35","IC00","Ultimo + 01 Days",
"D35","IC01","Ultimo + 1 Days",
"D35","IC15","Ultimo + 15 Days",
"D35","IC30","Ultimo + 30 Days",
"D35","IC60","Ultimo + 60 Days",
"D35","IC90","ICC Collection 15.M.+3",
"D35","ICUT","Ultimo (Fixed Due Day 31)",
"D35","Q045","ORBIAN due 45 Days Net",
"D35","Q060","ORBIAN due 60 Days Net",
"D35","Q090","ORBIAN due 90 Days Net",
"D35","Z011","Payable in 2 partial amounts",
"D35","Z012","Payable in 2 partial amounts",
"D35","Z014","Payable in 3 partial amounts",
"D35","Z015","Payable in 3 partial amounts",
"D35","Z016","Payable in 3 partial amounts",
"D35","Z021","Payable in 4 partial amounts",
"D35","Z026","25%30 25%30 30%30 20%30",
"D35","Z028","Payable in 3 installments 50%0006,40%30,10%60",
"D35","Z029","Payable in 3 installments 40%0001,55%60,5%60",
"D35","Z030","Payabl in 4 installments 30%0001,10%60,20%60,40%60",
"D35","Z031","Payable in 3 installments 30%0001,10%60,60%60",
"D35","Z032","Payable in 3 installments 40%0001,20%60,40%60",
"D35","Z033","Payable in 2 installments 20%0001,80%60",
"D35","Z034","30% due immediate; 70% due in 90 days",
"D35","Z035","50% PAYABLE INMEDIATELY AND 50% PAYABLE ON DELIVER",
"D35","Z036","Payable in 2 installments 20%0001,80%90",
"D35","Z045","25% each in 4 installments with payment term 0045",
"OPP","0001","payable immediately due net",
"OPP","0002","14 days 2%, 30 net",
"OPP","0003","14 days 3%, 20/2%, 30 net",
"OPP","0004","until 30th of the following month due net",
"OPP","0005","before 15th of next month due",
"OPP","0006","next payment after posting",
"OPP","0007","Due 30th current m./ 15th foll",
"OPP","0008","immediately 2%, 30 days 1,5%, 90 days due net",
"OPP","0009","3% 10 days-or Net 55 (day limi",
"OPP","0010","2% Discount - Pay in next paym",
"OPP","0011","7 days due net",
"OPP","0012","7 days 1%, 55 days net",
"OPP","0013","within 8 days due net",
"OPP","0014","8 days 2%, 14 days net",
"OPP","0015","8 days 2%, 30 days net",
"OPP","0016","8 days 3%, 14 days 2%, 30 days",
"OPP","0017","within 8 days 3%, 30 days due net",
"OPP","0018","within 10 days due net",
"OPP","0019","10 days 1%, 30 days net",
"OPP","0020","10 days 2%, 14 days net",
"OPP","0021","10 days 2%, 20 days due net",
"OPP","0022","10 days 2%, 30 days due net",
"OPP","0023","10 days 2%, 30 days 1%, 50 day",
"OPP","0024","10 days 3%",
"OPP","0025","10 days 3%, 14 days 2%, 30 day",
"OPP","0026","10 days 3%, 30 days net",
"OPP","0027","10 days 3%, 30 days 2%",
"OPP","0028","10 days 3%, 30 days 2%, 45 day",
"OPP","0029","10 days 3%, 30/2%, 90 days net",
"OPP","0030","10 days 3%, 60 days net",
"OPP","0031","13 days due net",
"OPP","0032","within 14 days due net",
"OPP","0033","14 days 1%, 30 days net",
"OPP","0034","14 days 1%, 45 days net",
"OPP","0035","14 days 1,5 %, 30 days net",
"OPP","0036","within 14 days 1,5 %, 30 days 1%, 90 days due net",
"OPP","0037","14 days 2%, 45 days net",
"OPP","0038","14 days 2%, 60 days net",
"OPP","0039","14 days 2,5%, 30 days net",
"OPP","0040","14 days 3%",
"OPP","0041","14 days 3%, 30 days net",
"OPP","0042","14 days 3%, 30 days 1%, 60 day",
"OPP","0043","14 days 3%, 30 days 2%, 45 day",
"OPP","0044","14 days 3%, 30 days 2%",
"OPP","0045","14 days 3%, 30 days 2%, 60 day",
"OPP","0046","within 14 days 3%, 30 days 2%, 90 days due net",
"OPP","0047","14 days 3%, 45 days net",
"OPP","0048","14 days 3%, 90 days net",
"OPP","0049","14 days 4%, 30 days net",
"OPP","0050","14 days 4%, 30 days 2%, 60 day",
"OPP","0051","within 15 days due net",
"OPP","0052","15 days 1,5%, 60 days due net",
"OPP","0053","within 15 days 3%, 30 days 2%, 60 days due net",
"OPP","0054","15 days 3%, 30 days 2%, 90 day",
"OPP","0055","EFT Net 15 Days + 3 days",
"OPP","0056","20 days due net",
"OPP","0057","20 days 1,5%, 30 days due net",
"OPP","0058","20 days 2%, 30 days due net",
"OPP","0059","20 days 3%, 30 days 2%, 40 day",
"OPP","0060","20 days 3%, 30 days 2%, 60 net",
"OPP","0061","20 days 3%, 30 days 2%, 90 net",
"OPP","0062","20 days 3%, 60 days due",
"OPP","0063","within 21 days due net",
"OPP","0064","21 days 3%, 90 days net",
"OPP","0065","within 25 days due net",
"OPP","0066","within 30 days due net",
"OPP","0067","30 days 1% or STND no discount",
"OPP","0068","30 days 2%",
"OPP","0069","30 days 2%, 45 days net",
"OPP","0070","30 days 2%, 60 days net",
"OPP","0071","30 days 2%, 90 days net",
"OPP","0072","30 days 3%, 45 days 2%, 60 day",
"OPP","0073","30 days 3%, 45 days 2%, 90 day",
"OPP","0074","30 days 3%, 60 days net",
"OPP","0075","30 days 3%, 60 days 2%, 90 day",
"OPP","0076","1,5% on next 25th/10th or Net",
"OPP","0077","30 days 3%, 90 days net",
"OPP","0078","30 days 5%, 60 days 3%, 90 day",
"OPP","0079","33 days due net",
"OPP","0080","within 45 days due net",
"OPP","0081","45 days 2%, 60 days net",
"OPP","0082","EFT Net 45 Days + 3 days",
"OPP","0083","EFT Net 30 Days + 3 days",
"OPP","0084","within 60 days due net",
"OPP","0085","60 days 3 %, 90 days net",
"OPP","0086","within 90 days due net",
"OPP","0087","within 20 days 3 % cash discount within 30 days Due net",
"OPP","0088","within 43 days due net",
"OPP","0090","Net 45 days (day limit 20, 31)",
"OPP","0091","within 55 days due net",
"OPP","0092","within 58 days due net",
"OPP","0093","2% /20 Days- Net 55",
"OPP","0094","1.5%/ 20 Days- Net 55",
"OPP","0095","30 days 1,5%, 60 net",
"OPP","0096","within 14 days 3 % cash discount",
"OPP","0097","within 150 days due net",
"OPP","0098","Net with specified due date shown (Treasury only)",
"OPP","0099","Suspense Invoices - within 365 days due net",
"OPP","0100","1/2% 10 days, net 30",
"OPP","0101","Special Net Term 3. of the  following Month",
"OPP","0102","within 120 days due net",
"OPP","0103","Payable immediately Due net",
"OPP","0104","within 30 days 1 % cash discount within 60 days Due net",
"OPP","0105","For incoming invoices until 10 of the month within 20 days 1 % cash discount Before 25 of the next month ;; Due net",
"OPP","0107","For incoming invoices until 15 of the month Before 30 of the month Due net For incoming invoices until End  of the month Before 15 of the month Due net",
"OPP","0108","within 14 days 2%, 30 days 1,5%, 90 days due net",
"OPP","0109","For incoming invoices until 10 of the month within 10 days 3 % cash discount",
"OPP","0110","within 180 days due net",
"OPP","0124","within 3 days 10 % cash discount",
"OPP","0155","within 18 days Due net",
"OPP","0167","within 30 days 1 % cash discount within 55 days Due net",
"OPP","0172","Within 58 days Due net",
"OPP","0175","75 days Next First 75 days Next First",
"OPP","0176","For incoming invoices until 10 of the month Before 25 of the month 1.5 % cash discount Before 5 of the next month ;; Due net",
"OPP","0182","within 48 days Due net",
"OPP","0183","within 33 days Due net",
"OPP","0184","5 days due net",
"OPP","0185","60 days 1 %",
"OPP","0186","14 days 2%, 60 days 1%",
"OPP","0187","14 days 2%, 21 days net",
"OPP","0188","21 days 3%, 30 days 2%, 40 days net",
"OPP","0189","10 days 3%, 30 days 2%, 60 days net",
"OPP","0190","For incoming invoices until 20 of the month Before 5 in 2 months Due net For incoming invoices until End  of the month",
"OPP","0191","For incoming invoices until 10 of the month Before 5 in 2 months Due net",
"OPP","0192","For incoming invoices until 10 of the month Before 8 of the next month ;; Due net",
"OPP","0193","For incoming invoices until 10 of the month within 20 days 2 % cash discount Before 25 of the next month ;; Due net",
"OPP","0194","For incoming invoices until 10 of the month within 20 days 1.5 % cash discount Before 25 of the next month ;; Due net",
"OPP","0195","Within 55 days Due net",
"OPP","0196","30 days 1%,45 days 0,5%,60 days",
"OPP","0197","14 days 2%, 90 days net",
"OPP","0198","14 days 2%, 30 days 1%, 60 days net",
"OPP","0199","10 days 2%, 60 days net",
"OPP","C750","within 75 days due net",
"OPP","IC15","ICC Direct Debit fix. 15. +1 month",
"OPP","IC30","ICC Collections 30",
"OPP","IC60","ICC Collections 30",
"OPP","IC75","ICC Collections on 15th of 3rd months",
"OPP","ICUT","ICC Collection 31. of the month",
"OPP","Q066","SCF ORBIAN within 30 days due net",
"OPP","Q080","SCF ORBIAN within 45 days due net",
"OPP","Q084","SCF ORBIAN within 60 days due net",
"OPP","Q086","SCF ORBIAN within 90 days due net",
"OPP","Q175","SCF ORBIAN 75 days next first SCF ORBIAN 75 days next first",
"OPP","ZB31","60 days net,",
"OPP","ZD34","1% discount 20 days-or STND",
"P03","E000","Net due immediately from date of entry",
"P03","E001","Net due 30 days from date of entry",
"P03","E002","Net due 60 days from date of entry",
"P03","I000","Net due immediately from date of invoice",
"P03","I001","Net due 7 days from date of invoice",
"P03","I002","Net due 14 days from date of invoice",
"P03","I003","Net due 30 days from date of invoice",
"P03","I004","Net due 30 days, every 10th of month",
"P03","I006","Net due 45 days from date of invoice",
"P03","I007","Net due 60 days from date of invoice",
"P03","I008","Net due 90 days from date of invoice",
"P03","I009","Net due 120 days from date of invoice",
"P03","I011","Notes receivable due 20 days",
"P03","I022","Net due 1 day from date of invoice",
"P03","I023","Net due 20 days from date of invoice",
"P03","I024","Net due 10 days from date of invoice",
"P03","I028","2% 10 days/net 30 days",
"P03","I030","Net due 3 days from date of invoice",
"P03","I031","Net due 8 days from date of invoice",
"P03","I033","Net due 15 days from date of invoice",
"P03","I034","Net due 5 days from date of invoice",
"P03","I036","Net due 18 days from date of invoice",
"P03","I039","Net due 75 days from the date of invoice",
"P03","IC75","ICC Collection 31st +2mo",
"P03","IC99","ICC Collection 31st +4mo",
"P03","ICUT","ICC due at month end net",
"P03","IT00","30 GG DF BB",
"P03","IT01","30 GG FM DF BB",
"P03","IT02","30 GG FM DF RB",
"P03","IT03","60 GG DF BB",
"P03","IT04","60 GG FM DF BB",
"P03","IT05","60 GG FM DF RB",
"P03","IT06","90 GG DF BB",
"P03","IT07","90 GG FM DF BB",
"P03","IT08","90 GG FM DF RB",
"P03","IT17","45 GG DF BB",
"P03","IT21","30 GG FM DF RD",
"P03","IT22","60 GG DF RD",
"P03","IT25","180 GG FM RD",
"P03","IT28","BB A RIC. FATT.",
"P03","IT32","120 GG FM DF BB",
"P03","M","Payable immediately Due net",
"P03","M000","Net due 30 days from end of month",
"P03","M001","Net due 30 days, the 10th of the following month",
"P03","M003","Net due 60 days from end of month",
"P03","M006","Net due 60 days end of month, the 15th of follow",
"P03","M013","Net due end of next month.",
"P03","M014","Net due 45 days from end of month",
"P03","U001","US: due immediately upon receipt",
"P40","IC+4","ICC (end of month +120)",
"P40","IC30","ICC (end of month +30)",
"P40","IC60","ICC (end of month +60)",
"P40","ICUT","ICC Standard Payment Term 31st",
"P40","V001","Net 45 Days",
"P40","V002","Payable immediately Due Net",
"P40","V003","within 10 days 2 % cash discount within 30 days Due net",
"P40","V004","Net 10 Days",
"P40","V005","Net 15 Days",
"P40","V006","Within 10 days 1 % , net 30",
"P40","V007","15th day of the 3rd month following inv",
"P40","V008","Net 30 days",
"P40","V009","Net 20 days",
"P40","V010","Net 60 days",
"P40","V011","Net 90 days",
"P40","V012","within 10 days 3 % cash discount within 45 days Due net",
"P40","V013","2% 10, net 45 days",
"P40","V014","Within 75 days due net",
"P40","V015","2% 15, net 30 days",
"P40","V017","Net 7",
"P40","V018","30 Days Next First",
"P40","V019","60 Days Next First",
"P40","V020","90 Days Next First",
"P40","V021","120 Days Next First",
"P40","V022","2% trade discount within 14 days, 90 days net",
"P40","V023","3% trade discount within 14 days, 90 days net",
"P40","V024","3% trade discount within 14 days, 30 days net",
"P40","ZA30","Payment Block A, Net 30 days",
"P40","ZEDI","EDI Interface - Payment Block",
"P41","A980","SCF First 15th day after 30 days from INV receiptSCF First 15th day after 30 days from INV receipt",
"P41","A981","SCF First 15th day after 60 days from INV receiptSCF First 15th day after 60 days from INV receipt",
"P41","A982","SCF First 15th day after 90 days from INV receiptSCF First 15th day after 90 days from INV receipt",
"P41","A983","SCF First 15th day after 120 days from INV receiptSCF First 15th day after 120 days from INV receipt",
"P41","A984","SCF First 15th day after 150 days from INV receiptSCF First 15th day after 150 days from INV receipt",
"P41","A985","SCF First 15th day after 180 days from INV receiptSCF First 15th day after 180 days from INV receipt",
"P41","A990","SCF First 15th day after 360 days from INV receiptSCF First 15th day after 360 days from INV receipt",
"P41","A995","SCF First 15th day after 270 days from INV receiptSCF First 15th day after 270 days from INV receipt",
"P41","A996","SCF First 15th day after 75 days from INV receiptSCF First 15th day after 75 days from INV receipt",
"P41","D401","Supplier credit >1 Year(KfW=>15days=>Doc.change.)",
"P41","D402","Supplier credit incl. Hermes coverage (15 Days)",
"P41","D403","Buyer credit",
"P41","D404","Deferred payment L/C (45 Days)",
"P41","IC+4","ICC (end of month +120)",
"P41","IC15","ICC (end of month+15)",
"P41","IC30","ICC (end of month +30)",
"P41","IC60","ICC (end of month +60)",
"P41","IC90","ICC (end of month +90)",
"P41","ICB6","on 15th day of the third month",
"P41","ICUT","ICC (end of month)",
"P41","KFWR","Master agreement (45 days)",
"P41","ORB1","30 days net, due first day of the following month",
"P41","ORB2","45 days net,due first follow. month 16 day limit45 days net, due first follow. month 31 day limit",
"P41","ORB3","60 days net, due first day of the following month",
"P41","ORB4","90 days net, due first day of the following month",
"P41","ORB5","120 days net, due first day of the following month",
"P41","ORB6","90 days net",
"P41","ORB7","60 days net",
"P41","ORB8","45 days net",
"P41","ORB9","180 days net",
"P41","R001","30 Days net, only royalties!",
"P41","VOR1","30 days net, due first day of the following month",
"P41","VOR2","45 days net,due first follow. month 16 day limit45 days net, due first follow. month 31 day limit",
